show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,month_name,duration_minutes,duration_seasons,primary_country,primary_genre,content_age_at_addition,is_multi_country,is_multi_genre,genre_count,cast_count,era,rating_category
s00086,Movie,Untitled Film 322,Quentin Tarantino,"Actor 173, Actor 270, Actor 343, Actor 26, Actor 317",United States,2016-12-06,2019,G,111 min,Cult Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2016,12,Dec,111.0,,United States,Cult Movies,0.0,0,0,1,5,2010s,Kids
s00087,Movie,Untitled Film 6053,Director 177,"Actor 62, Actor 412, Actor 58, Actor 418, Actor 162",United States,2019-02-16,2013,TV-G,172 min,"Classic Movies, Action & Adventure",An unlikely friendship forms between two strangers in extraordinary circumstances.,2019,2,Feb,172.0,,United States,Classic Movies,6.0,0,1,2,5,2010s,Kids
s00088,Movie,Untitled Film 5378,Director 159,"Actor 339, Actor 423, Actor 259, Actor 36, Actor 54, Actor 393, Actor 350",Japan,2017-12-15,1994,PG-13,135 min,"Horror Movies, International Movies",A detective must race against time to solve a series of mysterious disappearances.,2017,12,Dec,135.0,,Japan,Horror Movies,23.0,0,1,2,7,1990s,Teens
s00089,TV Show,Untitled Series 1764,Director 146,"Actor 357, Actor 358, Actor 432, Actor 56, Actor 118",Australia,2016-08-02,1954,TV-MA,1 Season,"TV Horror, British TV Shows","Secrets buried for decades resurface, threatening to destroy everything.",2016,8,Aug,,1.0,Australia,TV Horror,62.0,0,1,2,5,Pre-1980s,Adults
s00090,Movie,Untitled Film 893,Director 39,"Actor 197, Actor 270, Actor 480, Actor 182, Actor 103",India,2020-08-06,1965,TV-MA,66 min,Comedies,A single decision ripples through generations in this powerful generational saga.,2020,8,Aug,66.0,,India,Comedies,55.0,0,0,1,5,Pre-1980s,Adults
s00091,Movie,Untitled Film 5807,Director 113,"Actor 285, Actor 139, Actor 156, Actor 348, Actor 498",Brazil,2015-03-03,1994,UR,173 min,Romantic Movies,A detective must race against time to solve a series of mysterious disappearances.,2015,3,Mar,173.0,,Brazil,Romantic Movies,21.0,0,0,1,5,1990s,Adults
s00092,Movie,Untitled Film 6438,Jordan Peele,"Actor 385, Actor 468, Actor 398",United Kingdom,2020-05-16,1966,R,186 min,"Faith & Spirituality, Comedies",A detective must race against time to solve a series of mysterious disappearances.,2020,5,May,186.0,,United Kingdom,Faith & Spirituality,54.0,0,1,2,3,Pre-1980s,Adults
s00093,Movie,Untitled Film 5226,Director 6,"Actor 34, Actor 105, Actor 134, Actor 289, Actor 146",France,2020-05-13,1973,PG-13,78 min,Thrillers,A young entrepreneur bets everything on a revolutionary idea that could change the world.,2020,5,May,78.0,,France,Thrillers,47.0,0,0,1,5,Pre-1980s,Teens
s00094,Movie,Untitled Film 2290,Ava DuVernay,"Actor 150, Actor 135, Actor 153, Actor 323, Actor 20",South Korea,2010-10-22,1988,PG-13,80 min,"International Movies, Comedies",A gripping story of survival and redemption set against breathtaking landscapes.,2010,10,Oct,80.0,,South Korea,International Movies,22.0,0,1,2,5,1980s,Teens
s00095,TV Show,Untitled Series 2332,Director 112,"Actor 287, Actor 472, Actor 228",United Kingdom,2008-09-05,2013,TV-MA,1 Season,"TV Horror, TV Mysteries",A single decision ripples through generations in this powerful generational saga.,2008,9,Sep,,1.0,United Kingdom,TV Horror,0.0,0,1,2,3,2010s,Adults
s00096,Movie,Untitled Film 5605,Director 156,"Actor 331, Actor 386, Actor 111",India,2015-08-18,1968,R,75 min,"LGBTQ Movies, Anime Features",An unlikely friendship forms between two strangers in extraordinary circumstances.,2015,8,Aug,75.0,,India,LGBTQ Movies,47.0,0,1,2,3,Pre-1980s,Adults
s00097,Movie,Untitled Film 1944,Director 80,"Actor 141, Actor 313, Actor 298","India, United Kingdom",2014-07-05,1999,R,179 min,Horror Movies,A single decision ripples through generations in this powerful generational saga.,2014,7,Jul,179.0,,India,Horror Movies,15.0,1,0,1,3,1990s,Adults
s00098,Movie,Untitled Film 3788,Director 28,"Actor 27, Actor 29, Actor 266, Actor 484, Actor 459","India, Hong Kong",2019-05-03,2008,G,187 min,International Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.,2019,5,May,187.0,,India,International Movies,11.0,1,0,1,5,2000s,Kids
s00099,Movie,Untitled Film 1061,Director 22,"Actor 273, Actor 53, Actor 373",Germany,2016-12-25,1956,TV-MA,127 min,"Anime Features, Children & Family Movies","In a world on the brink of collapse, one person holds the key to salvation.",2016,12,Dec,127.0,,Germany,Anime Features,60.0,0,1,2,3,Pre-1980s,Adults
s00100,TV Show,Untitled Series 2472,Director 166,"Actor 499, Actor 389, Actor 490",United States,2015-08-09,2021,TV-Y7-FV,1 Season,TV Dramas,A detective must race against time to solve a series of mysterious disappearances.,2015,8,Aug,,1.0,United States,TV Dramas,0.0,0,0,1,3,2020s,Kids
s00101,TV Show,Untitled Series 1334,Director 54,"Actor 284, Actor 322, Actor 497",United States,2011-02-19,1991,TV-14,4 Seasons,"Teen TV Shows, TV Thrillers","In a world on the brink of collapse, one person holds the key to salvation.",2011,2,Feb,,4.0,United States,Teen TV Shows,20.0,0,1,2,3,1990s,Teens
s00102,Movie,Untitled Film 3854,Director 158,"Actor 5, Actor 463, Actor 249, Actor 211, Actor 30, Actor 469, Actor 152",France,2021-02-02,1989,PG-13,64 min,"Independent Movies, Documentaries","Love, loss, and laughter collide in this heartwarming family drama.",2021,2,Feb,64.0,,France,Independent Movies,32.0,0,1,2,7,1980s,Teens
s00103,Movie,Untitled Film 4654,Director 171,"Actor 460, Actor 41, Actor 119, Actor 190, Actor 310",India,2017-04-05,1976,R,88 min,"Sports Movies, LGBTQ Movies, Independent Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2017,4,Apr,88.0,,India,Sports Movies,41.0,0,1,3,5,Pre-1980s,Adults
s00104,Movie,Untitled Film 3729,Director 36,"Actor 283, Actor 208, Actor 282",United States,2013-12-05,2011,PG-13,196 min,"Romantic Movies, Sports Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2013,12,Dec,196.0,,United States,Romantic Movies,2.0,0,1,2,3,2010s,Teens
s00105,Movie,Untitled Film 2821,Director 178,"Actor 21, Actor 272, Actor 58",United Kingdom,2016-11-06,1994,PG-13,130 min,Sci-Fi & Fantasy,"Secrets buried for decades resurface, threatening to destroy everything.",2016,11,Nov,130.0,,United Kingdom,Sci-Fi & Fantasy,22.0,0,0,1,3,1990s,Teens
s00106,TV Show,Untitled Series 1932,Director 162,"Actor 226, Actor 29, Actor 209, Actor 216, Actor 31",United States,2014-02-03,1967,TV-Y7,1 Season,British TV Shows,A single decision ripples through generations in this powerful generational saga.,2014,2,Feb,,1.0,United States,British TV Shows,47.0,0,0,1,5,Pre-1980s,Kids
s00107,Movie,Untitled Film 5544,Director 24,"Actor 272, Actor 306, Actor 270, Actor 38, Actor 69",United Kingdom,2017-02-15,2010,R,95 min,"Thrillers, Anime Features",A gripping story of survival and redemption set against breathtaking landscapes.,2017,2,Feb,95.0,,United Kingdom,Thrillers,7.0,0,1,2,5,2010s,Adults
s00108,Movie,Untitled Film 3387,Director 196,"Actor 16, Scarlett Johansson, Actor 283, Actor 87, Actor 321, Actor 269, Actor 443",United States,2019-02-10,1973,TV-PG,105 min,"Anime Features, LGBTQ Movies, Sports Movies",A detective must race against time to solve a series of mysterious disappearances.,2019,2,Feb,105.0,,United States,Anime Features,46.0,0,1,3,7,Pre-1980s,Teens
s00109,Movie,Untitled Film 3798,Jay Karas,"Actor 280, Actor 175, Actor 157, Actor 393, Actor 415",United States,2018-04-17,1982,R,129 min,"Comedies, Independent Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.,2018,4,Apr,129.0,,United States,Comedies,36.0,0,1,2,5,1980s,Adults
s00110,Movie,Untitled Film 1115,Director 57,"Cate Blanchett, Actor 245, Actor 346",United States,2013-04-13,2007,PG-13,182 min,"Dramas, Action & Adventure",A single decision ripples through generations in this powerful generational saga.,2013,4,Apr,182.0,,United States,Dramas,6.0,0,1,2,3,2000s,Teens
s00111,Movie,Untitled Film 1272,Director 48,"Actor 204, Actor 202, Actor 114",Argentina,2014-12-22,1965,TV-MA,163 min,"Sci-Fi & Fantasy, Cult Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2014,12,Dec,163.0,,Argentina,Sci-Fi & Fantasy,49.0,0,1,2,3,Pre-1980s,Adults
s00112,TV Show,Untitled Series 2219,Director 108,"Actor 57, Actor 92, Actor 41, Actor 495, Actor 185",Mexico,2013-07-20,1960,TV-PG,6 Seasons,"Reality TV, Docuseries",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2013,7,Jul,,6.0,Mexico,Reality TV,53.0,0,1,2,5,Pre-1980s,Teens
s00113,Movie,Untitled Film 3583,Director 89,"Actor 403, Actor 445, Actor 37",Canada,2019-06-12,2007,TV-MA,89 min,"Stand-Up Comedy, International Movies",Ancient myths intertwine with modern life in this visually stunning epic.,2019,6,Jun,89.0,,Canada,Stand-Up Comedy,12.0,0,1,2,3,2000s,Adults
s00114,Movie,The In Between,Alejandro G. Inarritu,"Actor 461, Actor 10, Actor 271, Actor 396, Actor 162, Actor 116, Actor 408",United States,2009-06-06,2019,TV-MA,115 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.,2009,6,Jun,115.0,,United States,Independent Movies,0.0,0,0,1,7,2010s,Adults
s00115,Movie,Untitled Film 3041,Director 110,"Actor 108, Actor 206, Om Puri",France,2015-10-19,1965,TV-MA,80 min,"Stand-Up Comedy, Sci-Fi & Fantasy","When the rules no longer apply, how far will you go to protect what you love?",2015,10,Oct,80.0,,France,Stand-Up Comedy,50.0,0,1,2,3,Pre-1980s,Adults
s00116,Movie,Untitled Film 4321,Director 158,"Actor 10, Actor 407, Jun Ji-hyun, Actor 224, Actor 189",United States,2014-03-08,1974,NR,157 min,Dramas,A single decision ripples through generations in this powerful generational saga.,2014,3,Mar,157.0,,United States,Dramas,40.0,0,0,1,5,Pre-1980s,Adults
s00117,TV Show,Untitled Series 169,Director 47,"Actor 304, Actor 306, Actor 220",India,2009-04-07,1967,TV-MA,1 Season,Reality TV,"When the rules no longer apply, how far will you go to protect what you love?",2009,4,Apr,,1.0,India,Reality TV,42.0,0,0,1,3,Pre-1980s,Adults
s00118,Movie,Untitled Film 3351,Ron Howard,"Actor 368, Actor 304, Actor 404, Actor 396, Actor 130, Actor 285, Actor 363",United Kingdom,2011-12-05,2004,PG-13,136 min,Anime Features,A single decision ripples through generations in this powerful generational saga.,2011,12,Dec,136.0,,United Kingdom,Anime Features,7.0,0,0,1,7,2000s,Teens
s00119,Movie,Untitled Film 1810,Director 79,"Actor 115, Actor 375, Actor 226, Actor 239, Actor 186",United States,2009-04-17,2021,G,136 min,Comedies,A single decision ripples through generations in this powerful generational saga.,2009,4,Apr,136.0,,United States,Comedies,0.0,0,0,1,5,2020s,Kids
s00120,Movie,Untitled Film 721,Director 21,"Actor 200, Actor 468, Actor 191, Actor 318, Actor 288, Song Joong-ki, Actor 194",United States,2021-07-26,1955,TV-MA,197 min,"Action & Adventure, Sports Movies, Thrillers","In a world on the brink of collapse, one person holds the key to salvation.",2021,7,Jul,197.0,,United States,Action & Adventure,66.0,0,1,3,7,Pre-1980s,Adults
s00121,TV Show,Untitled Series 807,Director 51,"Actor 487, Actor 455, Actor 78",United States,2018-06-16,2018,TV-MA,1 Season,"TV Thrillers, British TV Shows","Love, loss, and laughter collide in this heartwarming family drama.",2018,6,Jun,,1.0,United States,TV Thrillers,0.0,0,1,2,3,2010s,Adults
s00122,Movie,Untitled Film 2527,Director 122,"Actor 405, Actor 280, Actor 134, Actor 178, Actor 315",Hong Kong,2008-05-12,1983,R,165 min,Faith & Spirituality,"Love, loss, and laughter collide in this heartwarming family drama.",2008,5,May,165.0,,Hong Kong,Faith & Spirituality,25.0,0,0,1,5,1980s,Adults
s00123,Movie,Untitled Film 4474,Director 176,"Actor 121, Actor 478, Actor 166",Brazil,2019-01-01,2008,PG-13,146 min,"Anime Features, Dramas, LGBTQ Movies",A gripping story of survival and redemption set against breathtaking landscapes.,2019,1,Jan,146.0,,Brazil,Anime Features,11.0,0,1,3,3,2000s,Teens
s00124,Movie,Untitled Film 5438,Marcus Raboy,"Actor 444, Actor 360, Actor 39",India,2013-03-10,1958,NR,72 min,"Sports Movies, Faith & Spirituality",A gripping story of survival and redemption set against breathtaking landscapes.,2013,3,Mar,72.0,,India,Sports Movies,55.0,0,1,2,3,Pre-1980s,Adults
s00125,Movie,Untitled Film 4323,Director 151,"Actor 161, Actor 87, Actor 76, Actor 130, Actor 224",United Kingdom,2014-06-06,1952,R,165 min,LGBTQ Movies,"Secrets buried for decades resurface, threatening to destroy everything.",2014,6,Jun,165.0,,United Kingdom,LGBTQ Movies,62.0,0,0,1,5,Pre-1980s,Adults
s00126,Movie,Untitled Film 2153,Director 184,"Actor 10, Actor 73, Actor 393, Actor 366, Actor 364, Actor 465, Actor 35",Poland,2013-06-15,1978,R,161 min,"Horror Movies, Comedies",A single decision ripples through generations in this powerful generational saga.,2013,6,Jun,161.0,,Poland,Horror Movies,35.0,0,1,2,7,Pre-1980s,Adults
s00127,Movie,Untitled Film 5247,Director 195,"Actor 464, Actor 255, Actor 25, Actor 54, Actor 265","Hong Kong, Thailand",2008-12-14,1979,PG,144 min,"Faith & Spirituality, Dramas, Horror Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2008,12,Dec,144.0,,Hong Kong,Faith & Spirituality,29.0,1,1,3,5,Pre-1980s,Teens
s00128,Movie,Untitled Film 1661,Director 34,"Actor 376, Actor 317, Actor 371, Actor 121, Actor 58",Canada,2009-09-22,1988,NR,96 min,"Cult Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.,2009,9,Sep,96.0,,Canada,Cult Movies,21.0,0,1,2,5,1980s,Adults
s00129,Movie,Untitled Film 1865,Unknown,"Actor 439, Actor 480, Actor 211",Australia,2016-11-23,1991,PG-13,79 min,Independent Movies,Ancient myths intertwine with modern life in this visually stunning epic.,2016,11,Nov,79.0,,Australia,Independent Movies,25.0,0,0,1,3,1990s,Teens
s00130,Movie,Untitled Film 5532,Director 70,"Actor 135, Actor 376, Actor 302, Actor 347, Actor 87",South Korea,2009-08-25,1960,R,157 min,Stand-Up Comedy,A single decision ripples through generations in this powerful generational saga.,2009,8,Aug,157.0,,South Korea,Stand-Up Comedy,49.0,0,0,1,5,Pre-1980s,Adults
s00131,Movie,Untitled Film 6200,Nora Ephron,Unknown,United States,2020-06-28,2021,R,129 min,Comedies,"In a world on the brink of collapse, one person holds the key to salvation.",2020,6,Jun,129.0,,United States,Comedies,0.0,0,0,1,0,2020s,Adults
s00132,TV Show,Untitled Series 1298,Director 16,"Actor 151, Actor 120, Actor 253, Actor 286, Actor 252",India,2020-07-19,1981,TV-MA,5 Seasons,"TV Comedies, Docuseries",Ancient myths intertwine with modern life in this visually stunning epic.,2020,7,Jul,,5.0,India,TV Comedies,39.0,0,1,2,5,1980s,Adults
s00133,Movie,Untitled Film 3413,Director 23,"Actor 116, Actor 289, Morgan Freeman, Actor 383, Actor 318",United States,2013-07-13,2013,PG,136 min,"Independent Movies, Classic Movies",A single decision ripples through generations in this powerful generational saga.,2013,7,Jul,136.0,,United States,Independent Movies,0.0,0,1,2,5,2010s,Teens
s00134,Movie,Untitled Film 3491,Director 74,"Actor 276, Actor 480, Actor 226, Actor 311, Actor 363, Actor 265, Actor 380",Japan,2018-09-29,1990,PG-13,94 min,Faith & Spirituality,"Love, loss, and laughter collide in this heartwarming family drama.",2018,9,Sep,94.0,,Japan,Faith & Spirituality,28.0,0,0,1,7,1990s,Teens
s00135,TV Show,Untitled Series 2204,Director 185,"Actor 396, Actor 489, Actor 120, Actor 288, Actor 225",United States,2012-09-13,2006,TV-PG,1 Season,Reality TV,Ancient myths intertwine with modern life in this visually stunning epic.,2012,9,Sep,,1.0,United States,Reality TV,6.0,0,0,1,5,2000s,Teens
s00136,Movie,Untitled Film 569,Director 175,"Actor 65, Actor 89, Actor 232, Actor 341, Actor 148, Actor 23, Actor 387",India,2019-05-13,2003,UR,174 min,"Classic Movies, Music & Musicals, Action & Adventure",A gripping story of survival and redemption set against breathtaking landscapes.,2019,5,May,174.0,,India,Classic Movies,16.0,0,1,3,7,2000s,Adults
s00137,Movie,Untitled Film 2083,Director 73,"Actor 490, Actor 132, Actor 331, Actor 3, Actor 472",India,2020-11-25,1978,PG,116 min,Music & Musicals,An unlikely friendship forms between two strangers in extraordinary circumstances.,2020,11,Nov,116.0,,India,Music & Musicals,42.0,0,0,1,5,Pre-1980s,Teens
s00138,Movie,Untitled Film 5945,Greta Gerwig,"Actor 441, Actor 304, Actor 46, Actor 285, Actor 23",United States,2019-09-08,2011,PG-13,96 min,"Action & Adventure, International Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.,2019,9,Sep,96.0,,United States,Action & Adventure,8.0,0,1,2,5,2010s,Teens
s00139,TV Show,Untitled Series 417,Director 116,"Actor 451, Actor 215, Actor 392, Actor 166, Actor 168",Italy,2011-11-30,2020,TV-MA,3 Seasons,"TV Sci-Fi & Fantasy, TV Horror",A gripping story of survival and redemption set against breathtaking landscapes.,2011,11,Nov,,3.0,Italy,TV Sci-Fi & Fantasy,0.0,0,1,2,5,2020s,Adults
s00140,TV Show,Untitled Series 2485,Director 180,"Actor 82, Actor 169, Actor 352, Actor 311, Actor 179","India, Spain",2012-08-12,1985,TV-14,5 Seasons,"Anime Series, TV Thrillers","When the rules no longer apply, how far will you go to protect what you love?",2012,8,Aug,,5.0,India,Anime Series,27.0,1,1,2,5,1980s,Teens
s00141,TV Show,Untitled Series 1253,Director 153,"Actor 64, Actor 115, Actor 298, Actor 98, Actor 222, Actor 290, Actor 97",Japan,2018-04-08,1972,TV-14,2 Seasons,Reality TV,"When the rules no longer apply, how far will you go to protect what you love?",2018,4,Apr,,2.0,Japan,Reality TV,46.0,0,0,1,7,Pre-1980s,Teens
s00142,Movie,Untitled Film 3390,Director 98,"Actor 169, Actor 300, Actor 439",India,2020-01-20,1972,TV-MA,95 min,"Cult Movies, International Movies",A single decision ripples through generations in this powerful generational saga.,2020,1,Jan,95.0,,India,Cult Movies,48.0,0,1,2,3,Pre-1980s,Adults
s00143,Movie,Untitled Film 1562,Director 86,"Actor 62, Actor 9, Actor 203, Actor 277, Actor 11",India,2019-01-11,2003,TV-14,158 min,Anime Features,"Secrets buried for decades resurface, threatening to destroy everything.",2019,1,Jan,158.0,,India,Anime Features,16.0,0,0,1,5,2000s,Teens
