show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s00122,Movie,Untitled Film 2527,Director 122,"Actor 405, Actor 280, Actor 134, Actor 178, Actor 315",Hong Kong,"May 12, 2008",1983,R,165 min,Faith & Spirituality,"Love, loss, and laughter collide in this heartwarming family drama."
s00123,Movie,Untitled Film 4474,Director 176,"Actor 121, Actor 478, Actor 166",Brazil,"January 01, 2019",2008,PG-13,146 min,"Anime Features, Dramas, LGBTQ Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s00124,Movie,Untitled Film 5438,Marcus Raboy,"Actor 444, Actor 360, Actor 39",India,"March 10, 2013",1958,NR,72 min,"Sports Movies, Faith & Spirituality",A gripping story of survival and redemption set against breathtaking landscapes.
s00125,Movie,Untitled Film 4323,Director 151,"Actor 161, Actor 87, Actor 76, Actor 130, Actor 224",United Kingdom,"June 06, 2014",1952,R,165 min,LGBTQ Movies,"Secrets buried for decades resurface, threatening to destroy everything."
s00126,Movie,Untitled Film 2153,Director 184,"Actor 10, Actor 73, Actor 393, Actor 366, Actor 364, Actor 465, Actor 35",Poland,"June 15, 2013",1978,R,161 min,"Horror Movies, Comedies",A single decision ripples through generations in this powerful generational saga.
s00127,Movie,Untitled Film 5247,Director 195,"Actor 464, Actor 255, Actor 25, Actor 54, Actor 265","Hong Kong, Thailand","December 14, 2008",1979,PG,144 min,"Faith & Spirituality, Dramas, Horror Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s00128,Movie,Untitled Film 1661,Director 34,"Actor 376, Actor 317, Actor 371, Actor 121, Actor 58",Canada,"September 22, 2009",1988,NR,96 min,"Cult Movies, Dramas",An unlikely friendship forms between two strangers in extraordinary circumstances.
s00129,Movie,Untitled Film 1865,,"Actor 439, Actor 480, Actor 211",Australia,"November 23, 2016",1991,PG-13,79 min,Independent Movies,Ancient myths intertwine with modern life in this visually stunning epic.
s00130,Movie,Untitled Film 5532,Director 70,"Actor 135, Actor 376, Actor 302, Actor 347, Actor 87",South Korea,"August 25, 2009",1960,R,157 min,Stand-Up Comedy,A single decision ripples through generations in this powerful generational saga.
s00131,Movie,Untitled Film 6200,Nora Ephron,,United States,"June 28, 2020",2021,R,129 min,Comedies,"In a world on the brink of collapse, one person holds the key to salvation."
s00132,TV Show,Untitled Series 1298,Director 16,"Actor 151, Actor 120, Actor 253, Actor 286, Actor 252",India,"July 19, 2020",1981,TV-MA,5 Seasons,"TV Comedies, Docuseries",Ancient myths intertwine with modern life in this visually stunning epic.
s00133,Movie,Untitled Film 3413,Director 23,"Actor 116, Actor 289, Morgan Freeman, Actor 383, Actor 318",United States,"July 13, 2013",2013,PG,136 min,"Independent Movies, Classic Movies",A single decision ripples through generations in this powerful generational saga.
s00134,Movie,Untitled Film 3491,Director 74,"Actor 276, Actor 480, Actor 226, Actor 311, Actor 363, Actor 265, Actor 380",Japan,"September 29, 2018",1990,PG-13,94 min,Faith & Spirituality,"Love, loss, and laughter collide in this heartwarming family drama."
s00135,TV Show,Untitled Series 2204,Director 185,"Actor 396, Actor 489, Actor 120, Actor 288, Actor 225",United States,"September 13, 2012",2006,TV-PG,1 Season,Reality TV,Ancient myths intertwine with modern life in this visually stunning epic.
s00136,Movie,Untitled Film 569,Director 175,"Actor 65, Actor 89, Actor 232, Actor 341, Actor 148, Actor 23, Actor 387",India,"May 13, 2019",2003,UR,174 min,"Classic Movies, Music & Musicals, Action & Adventure",A gripping story of survival and redemption set against breathtaking landscapes.
s00137,Movie,Untitled Film 2083,Director 73,"Actor 490, Actor 132, Actor 331, Actor 3, Actor 472",India,"November 25, 2020",1978,PG,116 min,Music & Musicals,An unlikely friendship forms between two strangers in extraordinary circumstances.
s00138,Movie,Untitled Film 5945,Greta Gerwig,"Actor 441, Actor 304, Actor 46, Actor 285, Actor 23",United States,"September 08, 2019",2011,PG-13,96 min,"Action & Adventure, International Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s00139,TV Show,Untitled Series 417,Director 116,"Actor 451, Actor 215, Actor 392, Actor 166, Actor 168",Italy,"November 30, 2011",2020,TV-MA,3 Seasons,"TV Sci-Fi & Fantasy, TV Horror",A gripping story of survival and redemption set against breathtaking landscapes.
s00140,TV Show,Untitled Series 2485,Director 180,"Actor 82, Actor 169, Actor 352, Actor 311, Actor 179","India, Spain","August 12, 2012",1985,TV-14,5 Seasons,"Anime Series, TV Thrillers","When the rules no longer apply, how far will you go to protect what you love?"
s00141,TV Show,Untitled Series 1253,Director 153,"Actor 64, Actor 115, Actor 298, Actor 98, Actor 222, Actor 290, Actor 97",Japan,"April 08, 2018",1972,TV-14,2 Seasons,Reality TV,"When the rules no longer apply, how far will you go to protect what you love?"
s00142,Movie,Untitled Film 3390,Director 98,"Actor 169, Actor 300, Actor 439",India,"January 20, 2020",1972,TV-MA,95 min,"Cult Movies, International Movies",A single decision ripples through generations in this powerful generational saga.
s00143,Movie,Untitled Film 1562,Director 86,"Actor 62, Actor 9, Actor 203, Actor 277, Actor 11",India,"January 11, 2019",2003,TV-14,158 min,Anime Features,"Secrets buried for decades resurface, threatening to destroy everything."
s00144,Movie,Untitled Film 6359,Director 41,"Actor 353, Actor 20, Actor 429, Actor 201, Actor 413",Australia,"June 16, 2019",1964,PG,177 min,Thrillers,"Secrets buried for decades resurface, threatening to destroy everything."
s00145,Movie,Untitled Film 3648,Director 161,"Actor 337, Actor 416, Actor 147, Actor 120, Actor 189",Brazil,"August 19, 2010",1980,PG-13,127 min,"Dramas, Cult Movies","When the rules no longer apply, how far will you go to protect what you love?"
s00146,Movie,Untitled Film 4853,Director 104,"Actor 75, Actor 116, Actor 399, Actor 38, Actor 261, Actor 107, Actor 113",Italy,"November 04, 2020",1984,R,197 min,Classic Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s00147,TV Show,Untitled Series 1578,Director 198,"Actor 390, Actor 262, Actor 355, Actor 443, Actor 477",United States,"February 19, 2018",1959,TV-14,2 Seasons,International TV Shows,An unlikely friendship forms between two strangers in extraordinary circumstances.
s00148,TV Show,Untitled Series 1847,Director 184,"Actor 252, Actor 308, Actor 268",China,"December 02, 2016",1977,TV-PG,2 Seasons,Classic & Cult TV,A detective must race against time to solve a series of mysterious disappearances.
s00149,TV Show,Untitled Series 1957,Director 192,"Actor 445, Anupam Kher, Actor 416","Germany, Poland","April 22, 2018",1952,TV-Y,4 Seasons,Reality TV,"Secrets buried for decades resurface, threatening to destroy everything."
s00150,Movie,Untitled Film 2208,Director 51,"Actor 217, Actor 417, Actor 71, Actor 75, Shah Rukh Khan",United States,"September 17, 2011",1956,TV-MA,83 min,Comedies,A detective must race against time to solve a series of mysterious disappearances.
s00151,TV Show,Untitled Series 896,Director 95,"Actor 370, Actor 69, Actor 82",United States,"September 14, 2010",2004,TV-14,2 Seasons,Korean TV Shows,"Secrets buried for decades resurface, threatening to destroy everything."
s00152,Movie,Untitled Film 3099,Director 157,"Actor 133, Actor 399, Actor 431","France, Philippines","March 10, 2008",1971,TV-MA,94 min,"Comedies, Action & Adventure, Documentaries",An unlikely friendship forms between two strangers in extraordinary circumstances.
s00153,TV Show,Untitled Series 1542,Director 126,"Actor 269, Actor 5, Actor 286, Actor 188, Actor 499",Mexico,"November 21, 2009",1981,TV-14,1 Season,TV Horror,"Secrets buried for decades resurface, threatening to destroy everything."
s00154,TV Show,Untitled Series 193,Alfonso Cuaron,"Viola Davis, Actor 347, Actor 302, Actor 113, Actor 374",United States,"May 28, 2013",2013,TV-Y7,4 Seasons,"Classic & Cult TV, TV Sci-Fi & Fantasy, Korean TV Shows","When the rules no longer apply, how far will you go to protect what you love?"
s00155,TV Show,Untitled Series 677,Wong Kar-wai,"Actor 385, Actor 496, Actor 271, Actor 491, Actor 403, Actor 411, Actor 389","Australia, United Kingdom","April 22, 2008",1983,TV-G,3 Seasons,Teen TV Shows,"When the rules no longer apply, how far will you go to protect what you love?"
s00156,TV Show,Untitled Series 595,Director 123,"Actor 45, Actor 295, Actor 425, Actor 222, Actor 37",India,"June 26, 2011",2018,TV-MA,1 Season,TV Sci-Fi & Fantasy,An unlikely friendship forms between two strangers in extraordinary circumstances.
s00157,Movie,Untitled Film 4979,Director 152,,Germany,"September 05, 2010",1951,PG-13,74 min,"Cult Movies, LGBTQ Movies","When the rules no longer apply, how far will you go to protect what you love?"
s00158,TV Show,Untitled Series 1031,Director 82,"Actor 43, Actor 247, Actor 56",Australia,"August 25, 2010",1953,TV-MA,1 Season,"Romantic TV Shows, Korean TV Shows",A gripping story of survival and redemption set against breathtaking landscapes.
s00159,Movie,Untitled Film 4607,Raul Campos,,"United States, Philippines","August 02, 2010",1979,PG-13,102 min,"Thrillers, Dramas, Sports Movies",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s00160,Movie,Untitled Film 1193,Director 79,"Actor 305, Actor 255, Actor 57, Actor 359, Actor 100, Actor 492, Actor 31",Hong Kong,"May 28, 2017",1978,TV-PG,105 min,LGBTQ Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s00161,Movie,Untitled Film 528,Director 67,"Actor 289, Actor 226, Actor 453",Australia,"December 08, 2009",2020,G,179 min,Sports Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s00162,TV Show,Untitled Series 2208,Director 187,"Scarlett Johansson, Actor 321, Shah Rukh Khan, Actor 363, Actor 292",United States,"March 23, 2013",2019,TV-MA,3 Seasons,Romantic TV Shows,"Love, loss, and laughter collide in this heartwarming family drama."
s00163,Movie,Untitled Film 3994,Director 106,"Actor 359, Actor 447, Actor 64, Actor 75, Actor 495",United States,"December 25, 2008",1979,TV-14,75 min,Independent Movies,An unlikely friendship forms between two strangers in extraordinary circumstances.
s00164,TV Show,Untitled Series 2295,Director 161,"Actor 441, Actor 256, Actor 217",United States,"January 24, 2015",2000,TV-PG,1 Season,TV Action & Adventure,A detective must race against time to solve a series of mysterious disappearances.
s00165,TV Show,Untitled Series 2364,Director 170,"Actor 293, Actor 452, Actor 249",India,"September 16, 2010",2018,TV-MA,1 Season,"TV Comedies, Docuseries, TV Mysteries","In a world on the brink of collapse, one person holds the key to salvation."
s00166,Movie,Untitled Film 1725,,"Actor 156, Actor 9, Actor 392",Canada,"November 20, 2016",2015,R,143 min,"Anime Features, Faith & Spirituality, Thrillers",An unlikely friendship forms between two strangers in extraordinary circumstances.
s00167,Movie,Untitled Film 798,Director 75,"Actor 64, Actor 243, Actor 54",United States,"December 25, 2012",1966,R,95 min,Comedies,"Love, loss, and laughter collide in this heartwarming family drama."
s00168,TV Show,Untitled Series 1786,Ron Howard,"Actor 421, Actor 382, Actor 486",China,"September 30, 2010",1955,TV-MA,4 Seasons,TV Sci-Fi & Fantasy,A detective must race against time to solve a series of mysterious disappearances.
s00169,Movie,Untitled Film 1722,Director 100,"Actor 468, Actor 40, Actor 67, Actor 264, Actor 370","India, Indonesia","November 20, 2021",1981,PG-13,107 min,Romantic Movies,"When the rules no longer apply, how far will you go to protect what you love?"
s00170,Movie,Untitled Film 5131,Director 97,"Actor 492, Actor 307, Actor 375",Denmark,"January 20, 2016",2011,NR,199 min,International Movies,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s00171,TV Show,Untitled Series 867,Director 122,"Actor 141, Actor 80, Actor 231, Actor 224, Actor 250, Actor 35, Actor 202",United States,"July 31, 2018",2017,TV-Y7,1 Season,"TV Horror, Korean TV Shows",A detective must race against time to solve a series of mysterious disappearances.
s00172,Movie,Untitled Film 1901,Director 117,"Actor 170, Actor 482, Actor 294",Canada,"August 19, 2008",1995,NR,141 min,Dramas,An unlikely friendship forms between two strangers in extraordinary circumstances.
s00173,Movie,Untitled Film 1869,Director 60,"Actor 309, Actor 38, Javier Bardem, Actor 129, Actor 123",India,"October 09, 2021",1975,R,116 min,"LGBTQ Movies, Cult Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s00174,Movie,Untitled Film 5735,Director 97,"Actor 156, Actor 343, Actor 206, Actor 157, Actor 365",United States,"July 14, 2011",2005,TV-MA,161 min,Stand-Up Comedy,A detective must race against time to solve a series of mysterious disappearances.
s00175,Movie,Untitled Film 5934,Director 54,"Actor 204, Actor 84, Actor 486, Actor 122, Actor 317, Actor 57, Actor 221",Indonesia,"September 22, 2020",1954,TV-PG,60 min,Classic Movies,A detective must race against time to solve a series of mysterious disappearances.
s00176,TV Show,Untitled Series 333,Director 150,"Actor 240, Actor 88, Shah Rukh Khan",Spain,"April 03, 2008",1983,TV-PG,4 Seasons,Talk Shows & Variety,Ancient myths intertwine with modern life in this visually stunning epic.
s00177,Movie,Untitled Film 3355,Alfonso Cuaron,"Actor 12, Actor 279, Penelope Cruz, Actor 304, Actor 245",United States,"October 02, 2018",1978,G,186 min,"Comedies, Classic Movies, Horror Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s00178,Movie,Untitled Film 5960,Director 83,"Actor 146, Actor 422, Actor 138, Actor 32, Actor 81, Actor 317, Actor 188","Egypt, Indonesia","October 05, 2021",2011,PG,79 min,"Music & Musicals, Anime Features, Children & Family Movies","Secrets buried for decades resurface, threatening to destroy everything."
s00179,Movie,Untitled Film 1909,Director 82,"Actor 469, Actor 182, Actor 77",United Kingdom,"June 12, 2011",1956,R,84 min,Horror Movies,"Secrets buried for decades resurface, threatening to destroy everything."
s00180,Movie,Untitled Film 3843,Director 72,"Actor 368, Actor 356, Actor 169",United States,"December 10, 2013",1961,PG-13,89 min,"Children & Family Movies, Sci-Fi & Fantasy",A single decision ripples through generations in this powerful generational saga.
